Wall time,Step,Value
1723857820.658167,0,0.3431643843650818
1723858166.527055,1,0.06228863447904587
1723858511.452948,2,0.034142736345529556
1723858857.129149,3,0.023033535107970238
1723859204.16399,4,0.01688937097787857
1723859561.200515,5,0.012284248135983944
1723859911.706707,6,0.00861694198101759
1723860262.602446,7,0.00664700660854578
1723860613.959002,8,0.004577463958412409
1723860965.851528,9,0.004105411469936371
