Wall time,Step,Value
1723861217.292472,0,0.3791026175022125
1723861340.462205,1,0.04222623631358147
1723861464.274851,2,0.02063138037919998
1723861587.909823,3,0.01187562569975853
1723861711.210422,4,0.007979233749210835
1723861834.597414,5,0.005367837380617857
1723861958.030321,6,0.004429882392287254
1723862081.493115,7,0.0029306623619049788
1723862205.306361,8,0.0024511488154530525
1723862329.166568,9,0.0019409068627282977
