Wall time,Step,Value
1723841170.992237,0,0.908133327960968
1723842784.636221,1,0.9944666624069214
1723844394.763614,2,0.9991999864578247
1723846002.300622,3,0.9998666644096375
1723847609.190944,4,1.0
1723849210.887948,5,1.0
1723850811.652076,6,1.0
1723852414.279438,7,1.0
1723854010.982195,8,1.0
1723855612.376122,9,1.0
