Wall time,Step,Value
1723857820.656689,0,0.9103999733924866
1723858166.525777,1,0.9856666922569275
1723858511.451468,2,0.9928666949272156
1723858857.127895,3,0.9950666427612305
1723859204.162091,4,0.9976000189781189
1723859561.199178,5,0.9979333281517029
1723859911.705344,6,0.9987999796867371
1723860262.601104,7,0.9992666840553284
1723860613.95774,8,0.9998666644096375
1723860965.850233,9,0.9995999932289124
