Wall time,Step,Value
1723834307.203713,0,0.93586665391922
1723834830.712557,1,0.996399998664856
1723835352.692513,2,0.9983333349227905
1723835874.671278,3,0.9992666840553284
1723836396.532631,4,0.9995333552360535
1723836919.050279,5,0.9998666644096375
1723837441.230482,6,0.9997333288192749
1723837966.198279,7,1.0
1723838488.745242,8,1.0
1723839011.178632,9,1.0
