Wall time,Step,Value
1723841170.993628,0,0.337104856967926
1723842784.637861,1,0.03249550238251686
1723844394.765368,2,0.01055554673075676
1723846002.302188,3,0.005146501585841179
1723847609.192336,4,0.003315723966807127
1723849210.889297,5,0.0020990397315472364
1723850811.653395,6,0.001530926674604416
1723852414.281545,7,0.001250773435458541
1723854010.983654,8,0.001053075073286891
1723855612.37755,9,0.0008086310117505491
