Wall time,Step,Value
1723861217.291871,0,0.9094666838645935
1723861340.460946,1,0.992733359336853
1723861464.273487,2,0.9974666833877563
1723861587.908211,3,0.9986000061035156
1723861711.208966,4,0.9993333220481873
1723861834.596042,5,0.999666690826416
1723861958.029036,6,0.9997333288192749
1723862081.49168,7,0.9999333620071411
1723862205.305076,8,0.9998666644096375
1723862329.165328,9,0.9999333620071411
